,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
3754,3754,,,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,46,19688.00128804851
3755,3755,29.0,4.8,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12,16.600066636039454
3756,3756,20.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,19.761706467416623
3757,3757,35.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,9.121044921312752
3758,3758,21.0,4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,1.5581398086149354
3759,3759,36.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,45,17.078665498330796
3760,3760,39.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,3.0406978544141907
3761,3761,31.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,12.079324698155071
3762,3762,39.0,4.6,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,30,6.147127365859639
3763,3763,32.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,26,19.97674646695781
3764,3764,36.0,4.9,Fog,Low,2,Buffet,scooter,,No,Metropolitian,25,13.681378564062966
3765,3765,34.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,29,17.073624954178904
3766,3766,34.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.058825021878446
3767,3767,35.0,4.6,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,22,3.104660875498153
3768,3768,22.0,4.5,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,17.297865752893937
3769,3769,32.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,23,1.5369061313683696
3770,3770,37.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,3.116148934584108
3771,3771,32.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,10.880364286080434
3772,3772,25.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,7.546876906955162
3773,3773,33.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,3.040891553714859
3774,3774,,,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,22,9.313614929491392
3775,3775,21.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,3.0405372424073813
3776,3776,25.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,,31,10.429850454107426
3777,3777,29.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,Urban,20,13.620979500135268
3778,3778,,,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,10.569496921540738
3779,3779,20.0,4.8,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,13.216215992519444
3780,3780,22.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,4.656788094647966
3781,3781,27.0,5.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,14.022298282537264
3782,3782,38.0,3.8,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,42,19.91468696565216
3783,3783,23.0,4.5,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,15,4.717601091654031
3784,3784,33.0,4.5,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.049834150348467
3785,3785,37.0,3.7,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,41,20.25325804771069
3786,3786,30.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,20,3.018841259385708
3787,3787,37.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,23,7.601874226775547
3788,3788,20.0,4.7,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,9.435201537103644
3789,3789,20.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,9.220209377935152
3790,3790,30.0,4.7,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,21,1.5094795186079348
3791,3791,23.0,4.3,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,16.65991730235705
3792,3792,37.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,26,9.074342228950233
3793,3793,28.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,10.867138301963886
3794,3794,28.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,13.21703883771606
3795,3795,28.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,25,12.48512776209959
3796,3796,35.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,23,19.34391143623516
3797,3797,37.0,4.8,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53,12.10007905559032
3798,3798,22.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,20,10.867352908493617
3799,3799,33.0,4.8,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,9.31369151800322
3800,3800,36.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,3466.320841345076
3801,3801,30.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,7.763607607896017
3802,3802,31.0,4.3,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,31,12.293541924695203
3803,3803,32.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,,No,Metropolitian,30,8.78986575954376
3804,3804,23.0,4.8,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,36,20.182482607606534
3805,3805,22.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,14.152800689506924
3806,3806,35.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,13.989450297015924
3807,3807,32.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,7.631524823609998
3808,3808,26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,19,9.435201537103644
3809,3809,28.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,19.883251553023197
3810,3810,33.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,53,10.42766881575248
3811,3811,24.0,4.8,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,4.674173521469315
3812,3812,30.0,4.1,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,6.210543032439091
3813,3813,23.0,4.7,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,13,2.930340107638107
3814,3814,27.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,,22,10.587588202930888
3815,3815,27.0,4.5,Windy,High,2,Snack,motorcycle,0.0,No,Metropolitian,10,6.081440796957423
3816,3816,25.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19,4.61003560186968
3817,3817,31.0,4.1,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,31,16.852701563903537
3818,3818,22.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Urban,19,1.5203728353354846
3819,3819,22.0,5.0,Stormy,Jam,2,Snack,motorcycle,0.0,No,Urban,21,20.255102938341714
3820,3820,23.0,4.9,Sunny,Jam,2,Buffet,motorcycle,,No,Metropolitian,13,16.384900933440587
3821,3821,39.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,10.713210764102756
3822,3822,26.0,5.0,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,3.04066536408016
3823,3823,36.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,6.217834398528468
3824,3824,28.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Urban,21,11.007734763545226
3825,3825,26.0,4.6,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,20,1.52916276337713
3826,3826,21.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Urban,18,9.088011034055526
3827,3827,33.0,4.3,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,17.297865752893937
3828,3828,22.0,4.6,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,1.5725337265584898
3829,3829,23.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,15,12.4644226652383
3830,3830,32.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,39,19.67425594994065
3831,3831,32.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,6.04975791884597
3832,3832,23.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,3.040649954201759
3833,3833,22.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,20,3.018911482514857
3834,3834,27.0,4.2,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,3.105076185286044
3835,3835,23.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,16,17.097896810796783
3836,3836,29.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,13,1.5204319453616324
3837,3837,35.0,4.2,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,33,4.544230974866712
3838,3838,31.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,9.220316821861015
3839,3839,29.0,4.5,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,14,4.560961190955855
3840,3840,31.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,8.789429824223145
3841,3841,35.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,6.0371184401733125
3842,3842,21.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,9.192703789756674
3843,3843,32.0,4.4,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,4.717601091654031
3844,3844,21.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,12.4644226652383
3845,3845,31.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,4.470286489054095
3846,3846,27.0,4.1,Cloudy,Jam,2,Drinks,scooter,0.0,Yes,Metropolitian,44,12.071652558803487
3847,3847,34.0,4.7,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,26,3.0260961986578945
3848,3848,25.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,16.384366809208974
3849,3849,26.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,28,13.217301980489346
3850,3850,25.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,17,1.5545437308249503
3851,3851,33.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,7.790158927141666
3852,3852,20.0,4.8,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,22,9.220397882664482
3853,3853,31.0,4.6,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,26,16.635223376912617
3854,3854,23.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,10.602450942694606
3855,3855,30.0,4.6,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,7.790122649820685
3856,3856,25.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,6.119245342980495
3857,3857,32.0,4.9,Cloudy,Medium,2,Meal,scooter,,No,Metropolitian,19,9.348072739298184
3858,3858,33.0,4.3,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,43,16.902955539469453
3859,3859,34.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,23,20.176811965428996
3860,3860,34.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,13.631449198537306
3861,3861,30.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,3.058281576016705
3862,3862,26.0,4.9,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,19.688407408927397
3863,3863,33.0,3.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,10.906324614875803
3864,3864,22.0,4.7,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,13,1.55449948948158
3865,3865,30.0,4.4,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,34,10.641157729145194
3866,3866,27.0,4.7,Sunny,High,2,Drinks,motorcycle,1.0,No,Metropolitian,19,6.208827614810059
3867,3867,26.0,4.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,34,17.097073943158136
3868,3868,38.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,9.220449825431755
3869,3869,36.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,29,7.648947507811172
3870,3870,26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,19.661022213462363
3871,3871,37.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,48,12.100157237944073
3872,3872,23.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,10.641157729145194
3873,3873,25.0,4.6,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,12.43568904719333
3874,3874,33.0,4.0,Cloudy,Low,0,Buffet,motorcycle,1.0,Yes,Metropolitian,43,12.436148455889684
3875,3875,30.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,1.552345735452663
3876,3876,30.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,12.419632405299172
3877,3877,26.0,4.1,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,17.076725433717133
3878,3878,32.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,20.55800038808486
3879,3879,27.0,4.6,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,6.218134914859964
3880,3880,22.0,4.6,Cloudy,High,2,Drinks,electric_scooter,0.0,No,Urban,23,1.4897806661060058
3881,3881,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,12.0987149029288
3882,3882,22.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,11.007734763545226
3883,3883,28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,21,9.157620842051228
3884,3884,20.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,49,19.361976407428813
3885,3885,37.0,4.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,16,4.596543326973335
3886,3886,21.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,20,7.658776112036346
3887,3887,33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,7.601614738376903
3888,3888,,,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,35,16.90169066314672
3889,3889,36.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,49,10.564409665779
3890,3890,32.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,28,12.256927745686042
3891,3891,27.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,13,4.560738018323442
3892,3892,32.0,4.6,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,13.610824622483138
3893,3893,26.0,4.7,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,17.097073943158136
3894,3894,36.0,4.3,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,17.097997931282855
3895,3895,25.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,13.972194586988255
3896,3896,24.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,20.176811965428996
3897,3897,36.0,5.0,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,17,1.554619808075942
3898,3898,39.0,3.9,Sandstorms,Jam,1,Meal,motorcycle,,No,Metropolitian,42,12.419850660021844
3899,3899,22.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,12,2.979527471131841
3900,3900,27.0,4.2,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,33,16.722543155287955
3901,3901,31.0,3.9,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,13.681056958969442
3902,3902,22.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,1.4981529723955538
3903,3903,20.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,21,4.561152340821527
3904,3904,35.0,4.3,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,12.43458552483367
3905,3905,37.0,3.6,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,13.184484437444182
3906,3906,39.0,4.7,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,3.073644028493284
3907,3907,37.0,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,29,10.867258681335588
3908,3908,36.0,3.5,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,12.100062420926562
3909,3909,34.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,12.58026782216666
3910,3910,28.0,4.8,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,28,13.970759660805674
3911,3911,33.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,6.08110848446664
3912,3912,33.0,4.4,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,36,19.890503583969085
3913,3913,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,14.152800689506924
3914,3914,36.0,5.0,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,17,6.210168035725668
3915,3915,30.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,25,10.565155904072418
3916,3916,23.0,4.9,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,10,3.1090734117275374
3917,3917,21.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,19,6.105068213488178
3918,3918,33.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,10.865084189790164
3919,3919,39.0,4.4,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,9.263056833078249
3920,3920,20.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,16,4.717601091654031
3921,3921,39.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,25,16.826241648639858
3922,3922,20.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,7.772207463639913
3923,3923,22.0,4.4,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,40,14.021812013253392
3924,3924,32.0,3.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,32,16.601046189384473
3925,3925,29.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,13.762197002581754
3926,3926,30.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,12.10010893443606
3927,3927,26.0,4.9,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,17,3.0406978544141907
3928,3928,38.0,4.2,Windy,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,43,12.58026782216666
3929,3929,22.0,4.9,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,16.851371030985696
3930,3930,20.0,4.4,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,12.58026782216666
3931,3931,23.0,4.9,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,20.25378535947281
3932,3932,,,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,28,1.5202946796974206
3933,3933,36.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,3.073397298406802
3934,3934,,,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,17352.136107838458
3935,3935,37.0,4.7,Fog,High,1,Snack,motorcycle,1.0,No,Urban,30,6.127835452793534
3936,3936,22.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,8.942954308288511
3937,3937,20.0,5.0,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,26,3.1450674354101187
3938,3938,20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,12.160999124055827
3939,3939,23.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,3.108902919947474
3940,3940,28.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,1.5607236354013572
3941,3941,31.0,5.0,Sunny,Low,1,Drinks,motorcycle,,No,Metropolitian,26,13.681378564062966
3942,3942,31.0,4.9,Cloudy,High,1,Meal,motorcycle,1.0,No,,29,6.117673772769199
3943,3943,39.0,5.0,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,3.04066536408016
3944,3944,20.0,4.6,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Urban,22,13.765934616210696
3945,3945,33.0,4.3,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,35,16.819856608078997
3946,3946,25.0,4.7,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,25,10.705468478335929
3947,3947,39.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,,23,12.292599798304026
3948,3948,32.0,4.4,Windy,Jam,2,Meal,scooter,1.0,No,Urban,32,10.565262855059668
3949,3949,22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,13,4.674280111760405
3950,3950,25.0,4.6,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,10,4.657159781886475
3951,3951,28.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,13.969535082261102
3952,3952,35.0,4.0,Windy,Jam,1,Drinks,motorcycle,,No,Metropolitian,34,9.17624749227049
3953,3953,27.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,12,7.763161028549653
3954,3954,39.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,40,10.70728638842599
3955,3955,23.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,13.787803344558728
3956,3956,38.0,4.3,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,7.683744768707653
3957,3957,32.0,5.0,Cloudy,Medium,1,Snack,scooter,1.0,Yes,Metropolitian,39,19.61864509641591
3958,3958,,,,,3,Drinks,electric_scooter,1.0,No,,28,6.050438648786226
3959,3959,30.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.121423705335462
3960,3960,25.0,5.0,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,38,13.894916383906407
3961,3961,39.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,25,19.975520086223582
3962,3962,22.0,4.9,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,23,9.31574536122232
3963,3963,35.0,4.0,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,54,20.17900385808636
3964,3964,21.0,4.4,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,20.442929762531403
3965,3965,30.0,4.8,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,19.658727827951044
3966,3966,20.0,4.8,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,10.48560373504095
3967,3967,38.0,4.2,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,9.348433429696804
3968,3968,34.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,22,17.074904296022552
3969,3969,37.0,4.5,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,39,16.608116615061256
3970,3970,31.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.327055824494751
3971,3971,27.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,4.540785657527415
3972,3972,24.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,3.0188764667867023
3973,3973,30.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,3.116121840194821
3974,3974,29.0,4.5,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,4.579028199306178
3975,3975,39.0,4.1,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,39,20.85711532402461
3976,3976,33.0,3.6,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,19.61919671068651
3977,3977,33.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,12.233239994825
3978,3978,27.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,8.811936584560318
3979,3979,32.0,4.1,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,12.464266687781873
3980,3980,37.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,22,7.601362669806259
3981,3981,,,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,30,6.209976450653834
3982,3982,26.0,4.7,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,25,3.018716905829333
3983,3983,21.0,5.0,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,1.509464256526504
3984,3984,30.0,4.6,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,25,1.5203728353354846
3985,3985,36.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,17,13.620342412052889
3986,3986,27.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,,Metropolitian,11,3.025321091690558
3987,3987,38.0,5.0,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,10.565278570390122
3988,3988,22.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19,7.6835568584855105
3989,3989,27.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,17,19.688394563499163
3990,3990,37.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,22,19.76105000354109
3991,3991,22.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,18,19.618968653880124
3992,3992,,,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,6.128684139983663
3993,3993,25.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,13.681485556947164
3994,3994,32.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,22,8.987828354419074
3995,3995,29.0,4.8,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,13,20.181259826496607
3996,3996,29.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,21,20.887572879514583
3997,3997,39.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,7.547357671389566
3998,3998,21.0,4.5,Windy,Low,1,Buffet,scooter,1.0,No,Urban,17,1.5580874703572998
